"assessid","stockid","stocklong","bioid","biovalue","bioyear","bionotes","bioshort","biolong","biounitsshort","biounitslong","sciname"
"FAFRFJ-RHERRPAC-1985-2013-JPNIMP2016","RHERRPAC","Round herring Pacific Ocean","A50M-yr","1","NULL","","A50M","Age at 50% maturity","yr","years","Etrumeus teres"
"FAFRFJ-RHERRPAC-1985-2013-JPNIMP2016","RHERRPAC","Round herring Pacific Ocean","M-1/yr","0.7","NULL","","M","Natural mortality","1/yr","per year","Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","A50M-yr","1","NULL","","A50M","Age at 50% maturity","yr","years","Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","ERmsy-ratio","0.356","NULL","",NA,NA,NA,NA,"Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","ERmsybest-ratio","0.356","NULL","ERmsy-ratio",NA,NA,NA,NA,"Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","M-1/yr","0.7","NULL","","M","Natural mortality","1/yr","per year","Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","MAT-CALC-0-1","1","NULL","","MAT-CALC","Maturity 50% calculation: 0=by cohort,1=by age","0-1","0=by cohor or 1=by age","Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","MAT-SEX-sex","0","NULL","","MAT-SEX","Maturity sex: 0=both sexes,1=females only,2=males only,NA=sex unknown","sex","0=both sexes,1=females only,2=males only,NA=sex unknown","Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","MSY-MT","43991.57093","NULL","",NA,NA,NA,NA,"Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","MSYbest-MT","43991.57093","NULL","MSY-MT",NA,NA,NA,NA,"Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","REC-AGE-yr","0","NULL","",NA,NA,NA,NA,"Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","SSB-AGE-yr","1","NULL","",NA,NA,NA,NA,"Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","SSBlrp-MT","27000","NULL","based on 1984",NA,NA,NA,NA,"Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","SSBmsy-MT","74564","NULL","",NA,NA,NA,NA,"Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","TB-AGE-yr","0","NULL","",NA,NA,NA,NA,"Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","TB-TYPE-0-1","0","NULL","",NA,NA,NA,NA,"Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","TBmsy-calc-MT","123571.828455056","NULL","Calculated from ERmsy-ratio and MSY-MT",NA,NA,NA,NA,"Etrumeus teres"
"FAFRFJ-RHERRTSST-1976-2013-JPNIMP2016","RHERRTSST","Round herring Tsushima Strait","TBmsybest-MT","123571.828455056","NULL","TBmsy-calc-MT",NA,NA,NA,NA,"Etrumeus teres"
"FAFRFJ-SAURNWPAC-1980-2010-ONO","SAURNWPAC","Pacific saury Northwest Pacific","F-AGE-yr-yr","0 to 1","NULL","",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2010-ONO","SAURNWPAC","Pacific saury Northwest Pacific","F-CALC-0-1-2","1","NULL","",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2010-ONO","SAURNWPAC","Pacific saury Northwest Pacific","F-SEX-sex","3","NULL","",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2010-ONO","SAURNWPAC","Pacific saury Northwest Pacific","Fcurrent-1/yr","0.22","NULL","",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2010-ONO","SAURNWPAC","Pacific saury Northwest Pacific","LW-a-kg/cm","0.002","NULL","","LW-a","Coefficient in length-weight relationship","kg/cm","kilograms per centimeters","Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2010-ONO","SAURNWPAC","Pacific saury Northwest Pacific","LW-b-dimless","3.232","NULL","","LW-b","Power in length-weight relationship","dimless","dimensionless","Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2010-ONO","SAURNWPAC","Pacific saury Northwest Pacific","M-1/yr","1.25","NULL","","M","Natural mortality","1/yr","per year","Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2010-ONO","SAURNWPAC","Pacific saury Northwest Pacific","TB-AGE-yr","0","NULL","bimass of all ages used",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2010-ONO","SAURNWPAC","Pacific saury Northwest Pacific","TB-TYPE-0-1","0","NULL","",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","A50M-yr","1","NULL","","A50M","Age at 50% maturity","yr","years","Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","ERmsy-ratio","0.35","NULL","",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","ERmsybest-ratio","0.35","NULL","ERmsy-ratio",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","M-1/yr","1.25","NULL","","M","Natural mortality","1/yr","per year","Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","MAT-CALC-0-1","1","NULL","","MAT-CALC","Maturity 50% calculation: 0=by cohort,1=by age","0-1","0=by cohor or 1=by age","Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","MSY-calc-MT","474259.1","NULL","MSY calculated from reference points",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","MSYbest-MT","474259.1","NULL","MSY-calc-MT",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","REC-AGE-yr","0","NULL","",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","SSB-AGE-yr","1","NULL","",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","TB-AGE-yr","0","NULL","",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","TB-TYPE-0-1","0","NULL","",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","TBmsy-MT","1355026","NULL","",NA,NA,NA,NA,"Cololabis saira"
"FAFRFJ-SAURNWPAC-1980-2013-JPNIMP2016","SAURNWPAC","Pacific saury Northwest Pacific","TBmsybest-MT","1355026","NULL","TBmsy-MT",NA,NA,NA,NA,"Cololabis saira"
"FAO-SPNWA-CHMACKWA-1990-2010-CHING","CHMACKWA","Cunene horse mackerel West Africa","Fmsy-1/yr","0.53","NULL","Back calculated using Fcur/FMSY=262%",NA,NA,NA,NA,"Trachurus trecae"
"FAO-SPNWA-CMACKWA-1990-2010-CHING","CMACKWA","Chub mackerel West Africa","Fmsy-1/yr","0.67","NULL","Back calculated using Fcur/FMSY=118%",NA,NA,NA,NA,"Scomber japonicus"
"FAO-SPNWA-HMACKWA-1990-2010-CHING","HMACKWA","Horse mackerel West Africa","Fmsy-1/yr","0.31","NULL","Back calculated using Fcur/FMSY=231%",NA,NA,NA,NA,"Trachurus trachurus"
"FAO-SPNWA-SARDINWA-1990-2010-CHING","SARDINWA","Sardinella West Africa","Fmsy-1/yr","0.28","NULL","Back calculated using Fcur/FMSY=302%",NA,NA,NA,NA,"Sardinella spp"
"FAO-SPNWA-SARDINWA-1990-2010-CHING","SARDINWA","Sardinella West Africa","TBmsy-MT","1157840","NULL","Back calculated using Bcur/BMSY=55%",NA,NA,NA,NA,"Sardinella spp"
"FAO-SPNWA-SARDINWA-1990-2010-CHING","SARDINWA","Sardinella West Africa","TBmsybest-MT","1157840","NULL","TBmsy-MT",NA,NA,NA,NA,"Sardinella spp"
"FAO-SPNWA-SARDWAZC-1990-2010-CHING","SARDWAZC","Sardine West Africa Zone C","Fmsy-1/yr","0.25","NULL","Back calculated from Fcur/FMSY=72%",NA,NA,NA,NA,"Sardina pilchardus"
"FAO-SPNWA-SARDWAZC-1990-2010-CHING","SARDWAZC","Sardine West Africa Zone C","TBmsy-MT","3400129.412","NULL","Back calculated from Bcur/BMSY=68%",NA,NA,NA,NA,"Sardina pilchardus"
"FAO-SPNWA-SARDWAZC-1990-2010-CHING","SARDWAZC","Sardine West Africa Zone C","TBmsybest-MT","3400129.412","NULL","TBmsy-MT",NA,NA,NA,NA,"Sardina pilchardus"
"HAWG-HERR2224IIIa-1991-2011-NEUBAUER","HERR2224IIIa","Herring ICES 22-24-3a","F-AGE-yr-yr","3 to 6","NULL","",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2011-NEUBAUER","HERR2224IIIa","Herring ICES 22-24-3a","F-CALC-0-1-2","2","NULL","",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2011-NEUBAUER","HERR2224IIIa","Herring ICES 22-24-3a","F0.1-1/yr","0.24","NULL","",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2011-NEUBAUER","HERR2224IIIa","Herring ICES 22-24-3a","Fmsy-1/yr","0.25","2008","Management plan evaluations (ICES, 2008)",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2011-NEUBAUER","HERR2224IIIa","Herring ICES 22-24-3a","Habitat-Habitat","pelagic marine","NULL","","Habitat","Habitat, (pelagic marine; demersal marine; diadromous; wholly freshwater)","Habitat","habitat type","Clupea harengus"
"HAWG-HERR2224IIIa-1991-2011-NEUBAUER","HERR2224IIIa","Herring ICES 22-24-3a","MAT-CALC-0-1","1","NULL","","MAT-CALC","Maturity 50% calculation: 0=by cohort,1=by age","0-1","0=by cohor or 1=by age","Clupea harengus"
"HAWG-HERR2224IIIa-1991-2011-NEUBAUER","HERR2224IIIa","Herring ICES 22-24-3a","REC-AGE-yr","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2011-NEUBAUER","HERR2224IIIa","Herring ICES 22-24-3a","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2011-NEUBAUER","HERR2224IIIa","Herring ICES 22-24-3a","TB-AGE-yr","1+","NULL","",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2011-NEUBAUER","HERR2224IIIa","Herring ICES 22-24-3a","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2011-NEUBAUER","HERR2224IIIa","Herring ICES 22-24-3a","TB-TYPE-0-1","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2011-NEUBAUER","HERR2224IIIa","Herring ICES 22-24-3a","TBmsy-MT","110000","2008","Based on management plan development and the lowest observed SSB in the 2008 assessment",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2011-NEUBAUER","HERR2224IIIa","Herring ICES 22-24-3a","TBmsybest-MT","110000","NULL","TBmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2013-ICESIMP2016","HERR2224IIIa","Herring ICES 22-24-3a","F-AGE-yr-yr","3 to 6","NULL","",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2013-ICESIMP2016","HERR2224IIIa","Herring ICES 22-24-3a","Fmgt-1/yr","0.28","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2013-ICESIMP2016","HERR2224IIIa","Herring ICES 22-24-3a","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2013-ICESIMP2016","HERR2224IIIa","Herring ICES 22-24-3a","Fmsy-1/yr","0.28","NULL","",NA,NA,NA,NA,"Clupea harengus"
"HAWG-HERR2224IIIa-1991-2013-ICESIMP2016","HERR2224IIIa","Herring ICES 22-24-3a","REC-AGE-yr","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
